work_order_number,job_date,status,priority,job_type,scope_of_work,labor_hours,estimated_cost,actual_cost,technician_name,client_name,service_address,business_name,trade,plan_name,invoice_status,total_due,total_paid_to_date,customer_rating
WO-2026-06304,2026-03-16,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.37,205.17,197.04,James Patel,Customer 0093,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,213.79,213.79,0
WO-2026-06305,2026-04-26,completed,scheduled_maintenance,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.39,361.62,400.95,Fatima Sato,Customer 0093,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,435.03,435.03,5
WO-2026-06306,2026-04-10,completed,emergency,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",5.33,281.34,322.45,Nadia Dubois,Customer 0093,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,349.86,349.86,5
WO-2026-06307,2026-06-30,canceled,scheduled_maintenance,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.95,122.93,0,Nadia Murphy,Customer 0093,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06308,2026-06-09,completed,emergency,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.45,901.25,842.09,Sofia Chen,Customer 0093,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,913.67,913.67,0
WO-2026-06309,2026-06-16,completed,routine,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.64,170.8,195.05,Devon Sato,Customer 0203,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,211.63,211.63,0
WO-2026-06310,2026-06-27,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.39,239.34,248.8,Ethan Nguyen,Customer 0203,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,269.95,269.95,4
WO-2026-06311,2026-02-16,completed,routine,Furnace repair,"Customer requested furnace repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.79,310.62,349.9,Sofia Novak,Customer 0203,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,379.64,379.64,0
WO-2026-06312,2026-06-21,completed,routine,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.24,857.17,771.5,Nadia Dubois,Customer 0203,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,837.08,837.08,3
WO-2026-06313,2026-05-25,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.74,635.17,715.03,Maria Ferreira,Customer 0213,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,740.06,740.06,3
WO-2026-06314,2026-02-02,completed,routine,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",2.6,337.04,329.08,Fatima Sato,Customer 0066,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,357.05,357.05,3
WO-2026-06315,2026-02-28,completed,routine,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.38,607.39,560.79,Ethan Patel,Customer 0066,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,608.46,608.46,0
WO-2026-06316,2026-07-15,completed,routine,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.41,644.9,589.45,Ravi Brooks,Customer 0066,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,639.55,639.55,0
WO-2026-06317,2026-06-23,completed,scheduled_maintenance,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.07,1093.2,1132.86,Ravi Brooks,Customer 0014,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1172.51,1172.51,3
WO-2026-06318,2026-06-04,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.4,335.95,377.79,Maria Ferreira,Customer 0014,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,409.9,409.9,4
WO-2026-06319,2026-05-05,completed,routine,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.62,1119.46,1174.87,Ravi Brooks,Customer 0014,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1274.73,1274.73,0
WO-2026-06320,2026-05-17,completed,routine,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.62,1151.81,1315.6,Ravi Brooks,Customer 0014,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1427.43,1427.43,0
WO-2026-06321,2026-05-25,completed,emergency,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",5.27,983.17,1109.95,James Patel,Customer 0014,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1204.3,1204.3,0
WO-2026-06322,2026-08-18,completed,emergency,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.11,654.59,717.07,Marcus Brooks,Customer 0048,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,778.02,778.02,0
WO-2026-06323,2026-08-12,completed,scheduled_maintenance,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",1.38,394.92,385.2,Chloe Murphy,Customer 0048,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,417.94,417.94,4
WO-2026-06324,2026-03-27,completed,emergency,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.6,137.28,131.6,Priya Haddad,Customer 0048,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,142.79,54.23,4
WO-2026-06325,2026-09-09,scheduled,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.08,892.5,0,Devon Sato,Customer 0048,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06326,2026-04-26,completed,scheduled_maintenance,Panel upgrade,"Customer requested panel upgrade. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.78,315.57,310.04,Maria Ferreira,Customer 0048,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,336.39,336.39,3
WO-2026-06327,2026-07-02,completed,routine,Panel upgrade,"Customer requested panel upgrade. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.24,849.35,788.72,Nadia Haddad,Customer 0048,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,855.76,855.76,4
WO-2026-06328,2026-06-27,completed,routine,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.14,496.47,541.2,Fatima Kim,Customer 0048,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,587.2,587.2,3
WO-2026-06329,2026-04-12,completed,scheduled_maintenance,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.17,1051.52,1112.03,Priya Haddad,Customer 0165,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1206.55,1206.55,0
WO-2026-06330,2026-08-27,scheduled,emergency,Panel upgrade,"Scheduled panel upgrade visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.16,465.64,0,Maria Ferreira,Customer 0165,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06331,2026-07-19,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.44,451.88,485.88,Ravi Sato,Customer 0165,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,527.18,527.18,0
WO-2026-06332,2026-06-03,completed,scheduled_maintenance,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",2.92,1017.61,974.66,Maria Ferreira,Customer 0165,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1057.51,1057.51,0
WO-2026-06333,2026-09-01,scheduled,routine,Panel upgrade,"Customer requested panel upgrade. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.16,492.72,0,Ethan Nguyen,Customer 0165,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06334,2026-06-06,completed,routine,Water heater install,"Scheduled water heater install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.53,409.54,411.12,Ravi Brooks,Customer 0165,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,446.07,446.07,4
WO-2026-06335,2026-05-27,completed,scheduled_maintenance,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.05,882.92,864.32,Devon Sato,Customer 0165,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,937.79,937.79,0
WO-2026-06336,2026-02-21,completed,routine,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.26,987.47,1127.79,Sofia Novak,Customer 0165,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1223.65,1223.65,0
WO-2026-06337,2026-05-23,completed,routine,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.23,217.14,244.42,Devon Sato,Customer 0165,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,265.2,265.2,0
WO-2026-06338,2026-04-07,completed,routine,Panel upgrade,"Customer requested panel upgrade. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.11,391.57,390.59,Devon Sato,Customer 0214,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,423.79,423.79,3
WO-2026-06339,2026-08-08,completed,scheduled_maintenance,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",1.52,704.32,663.64,Sofia Novak,Customer 0214,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,720.05,720.05,3
WO-2026-06340,2026-06-04,completed,routine,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.19,143.91,156.94,James Patel,Customer 0214,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,170.28,170.28,4
WO-2026-06341,2026-05-03,completed,scheduled_maintenance,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.12,710.28,728.27,Chloe Murphy,Customer 0214,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,790.17,790.17,5
WO-2026-06342,2026-04-30,completed,routine,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",4.52,257.75,266.35,Sofia Chen,Customer 0214,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,288.99,288.99,4
WO-2026-06343,2026-05-30,completed,routine,Panel upgrade,"Customer requested panel upgrade. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.27,318.98,360.46,Fatima Kim,Customer 0215,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,391.1,0,5
WO-2026-06344,2026-03-17,completed,scheduled_maintenance,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.92,404.16,449.97,Ethan Nguyen,Customer 0215,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,488.22,488.22,5
WO-2026-06345,2026-04-15,canceled,emergency,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.18,478.68,0,Devon Sato,Customer 0215,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
